State,Agency Type,Agency name,"Race/
Ethnicity/
Ancestry",Religion,"Sexual
orientation",Disability,Gender,"Gender
Identity","1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population
Ohio,Cities,Portsmouth,0,0,1,0,0,0,0,0,1,0,"20,346"
Ohio,Cities,Sidney,0,0,1,0,0,0,0,0,0,1,"20,836"
Ohio,Cities,"Springfield Township, Hamilton County",1,0,2,0,0,0,2,1,0,0,"36,574"
Ohio,Cities,Streetsboro,0,0,1,0,0,0,1,0,0,0,"16,286"
Ohio,Cities,Sugarcreek Township,1,0,0,0,0,0,0,0,0,1,"8,212"
Ohio,Cities,Sunbury,1,0,0,0,0,0,0,0,0,1,"5,037"
Ohio,Cities,Toledo,13,1,5,0,0,0,3,3,12,1,"279,552"
Ohio,Cities,Upper Arlington,1,1,0,0,0,0,0,1,1,0,"34,838"
Ohio,Cities,Urbana,2,1,0,0,0,0,0,1,2,0,"11,453"
Ohio,Cities,Vandalia,1,0,0,0,0,0,0,0,0,1,"15,106"
Ohio,Cities,Van Wert,0,0,1,0,0,0,0,0,0,1,"10,755"
Ohio,Cities,Vienna Township,0,0,0,1,0,0,0,0,0,1,"3,844"
Ohio,Cities,Wadsworth,1,0,5,0,0,0,0,0,0,6,"21,966"
Ohio,Cities,Washington Court House,0,0,1,0,0,0,0,0,1,0,"14,060"
Ohio,Cities,Weathersfield,1,0,0,0,0,0,0,0,1,0,"8,091"
Ohio,Cities,Wellston,1,0,0,0,0,0,1,0,0,0,"5,503"
Ohio,Cities,West Carrollton,1,0,0,0,0,0,,,,1,"12,983"
Ohio,Cities,West Chester Township,1,0,0,0,0,0,1,0,0,0,"60,365"
Ohio,Cities,Wilmington,2,0,0,0,0,0,0,1,1,0,"12,350"
Ohio,Cities,Wooster,1,0,0,0,0,0,0,1,0,0,"26,651"
Ohio,Cities,Worthington,1,0,0,0,0,0,0,0,1,0,"14,594"
Ohio,Cities,Youngstown,1,1,0,0,0,0,0,1,0,1,"64,608"
Ohio,Cities,Zanesville,0,0,1,0,0,0,0,0,1,0,"25,337"
Ohio,Universities and Colleges,,5,2,0,0,0,0,,,,,
Ohio,Universities and Colleges,Bowling Green State University,1,0,0,0,0,0,0,0,1,0,"16,554"
Ohio,Universities and Colleges,Capital University,1,1,0,0,0,0,0,0,1,1,"3,494"
Ohio,Universities and Colleges,Lakeland Community College,1,0,0,0,0,0,0,1,0,0,"8,250"
Ohio,Universities and Colleges,Miami University,1,0,0,0,0,0,0,0,0,1,"18,620"
Ohio,Universities and Colleges,"Ohio State University, Columbus",1,1,0,0,0,0,1,1,0,0,"58,322"
Ohio,Metropolitan Counties,,16,10,4,0,0,0,,,,,
Ohio,Metropolitan Counties,Butler,3,0,1,0,0,0,2,1,0,1,
Ohio,Metropolitan Counties,Fairfield,1,0,0,0,0,0,1,0,0,0,
Ohio,Metropolitan Counties,Greene,6,4,0,0,0,0,3,6,0,1,
Ohio,Metropolitan Counties,Lawrence,0,0,1,0,0,0,0,0,0,1,
Ohio,Metropolitan Counties,Lorain,1,0,0,0,0,0,0,0,1,0,
Ohio,Metropolitan Counties,Lucas,1,0,0,0,0,0,1,0,0,0,
Ohio,Metropolitan Counties,Montgomery,1,2,1,0,0,0,1,1,0,2,
Ohio,Metropolitan Counties,Stark,2,4,1,0,0,0,1,2,4,0,
Ohio,Metropolitan Counties,Warren,1,0,0,0,0,0,1,0,0,0,
Ohio,Nonmetropolitan Counties,,8,0,1,1,0,0,,,,,
Ohio,Nonmetropolitan Counties,Ashland,1,0,0,0,0,0,0,0,0,1,
Ohio,Nonmetropolitan Counties,Ashtabula,1,0,0,0,0,0,0,0,1,0,
Ohio,Nonmetropolitan Counties,Athens,1,0,0,0,0,0,0,1,0,0,
Ohio,Nonmetropolitan Counties,Gallia,0,0,1,0,0,0,0,0,1,0,
Ohio,Nonmetropolitan Counties,Marion,0,0,0,1,0,0,0,1,0,0,
Ohio,Nonmetropolitan Counties,Preble,1,0,0,0,0,0,0,0,0,1,
Ohio,Nonmetropolitan Counties,Ross,1,0,0,0,0,0,0,1,0,0,
Ohio,Nonmetropolitan Counties,Scioto,1,0,0,0,0,0,0,1,0,0,
Ohio,Nonmetropolitan Counties,Shelby,1,0,0,0,0,0,0,1,0,0,
Ohio,Nonmetropolitan Counties,Washington,1,0,0,0,0,0,0,1,0,0,
Ohio,State Police Agencies,,2,0,1,0,0,0,,,,,
Ohio,State Police Agencies,Ohio State Highway Patrol,2,0,1,0,0,0,1,1,0,1,
Ohio,Other Agencies,,2,0,0,0,0,0,,,,,
Ohio,Other Agencies,Cleveland Metropolitan Park District,1,0,0,0,0,0,0,1,0,0,
Ohio,Other Agencies,Hamilton County Park District,1,0,0,0,0,0,0,0,0,1,
Oklahoma,Total,,27,3,7,0,0,0,,,,,
Oklahoma,Cities,,19,3,6,0,0,0,,,,,
Oklahoma,Cities,Apache,1,0,0,0,0,0,0,0,0,1,"1,424"
Oklahoma,Cities,Broken Bow,1,0,0,0,0,0,0,0,0,1,"4,134"
Oklahoma,Cities,Catoosa,1,0,0,0,0,0,1,0,0,0,"7,105"
Oklahoma,Cities,Chickasha,2,0,1,0,0,0,1,1,1,0,"16,408"
Oklahoma,Cities,Choctaw,0,1,0,0,0,0,0,1,0,0,"12,196"
Oklahoma,Cities,Edmond,0,1,0,0,0,0,0,0,0,1,"90,418"
Oklahoma,Cities,Elk City,1,0,0,0,0,0,0,0,1,0,"12,951"
Oklahoma,Cities,Enid,2,0,0,0,0,0,0,0,0,2,"51,870"
Oklahoma,Cities,Guymon,0,1,0,0,0,0,0,1,0,0,"12,281"
Oklahoma,Cities,Jenks,0,0,1,0,0,0,0,0,1,0,"20,710"
Oklahoma,Cities,Lawton,1,0,0,0,0,0,0,1,0,0,"96,801"
Oklahoma,Cities,McAlester,0,0,1,0,0,0,0,0,1,0,"18,215"
Oklahoma,Cities,Muskogee,3,0,0,0,0,0,0,3,0,0,"38,451"
Oklahoma,Cities,Norman,1,0,0,0,0,0,1,0,,,"119,767"
Oklahoma,Cities,Oklahoma City,1,0,2,0,0,0,0,2,1,0,"630,621"
Oklahoma,Cities,Purcell,1,0,0,0,0,0,0,0,0,1,"6,376"
Oklahoma,Cities,Sallisaw,1,0,0,0,0,0,0,1,0,0,"8,581"
Oklahoma,Cities,Sayre,1,0,0,0,0,0,1,0,0,0,"4,846"
Oklahoma,Cities,Stigler,0,0,1,0,0,0,0,0,1,0,"2,755"
Oklahoma,Cities,Stilwell,1,0,0,0,0,0,0,1,0,0,"4,019"
Oklahoma,Cities,Woodward,1,0,0,0,0,0,1,0,0,0,"13,240"
Oklahoma,Metropolitan Counties,,3,0,1,0,0,0,,,,,
Oklahoma,Metropolitan Counties,Lincoln,1,0,0,0,0,0,1,0,0,0,
Oklahoma,Metropolitan Counties,Tulsa,1,0,1,0,0,0,1,0,1,0,
Oklahoma,Metropolitan Counties,Wagoner,1,0,0,0,0,0,0,0,1,0,
Oklahoma,Nonmetropolitan Counties,,5,0,0,0,0,0,,,,,
Oklahoma,Nonmetropolitan Counties,Carter,1,0,0,0,0,0,0,1,0,0,
Oklahoma,Nonmetropolitan Counties,Craig,1,0,0,0,0,0,0,0,1,0,
Oklahoma,Nonmetropolitan Counties,Hughes,1,0,0,0,0,0,0,0,0,1,
Oklahoma,Nonmetropolitan Counties,Kiowa,1,0,0,0,0,0,0,0,1,0,
Oklahoma,Nonmetropolitan Counties,Payne,1,0,0,0,0,0,0,0,0,1,
Oregon,Total,,41,9,11,5,0,0,,,,,
Oregon,Cities,,34,9,9,4,0,0,,,,,
Oregon,Cities,Ashland,0,1,1,0,0,0,1,1,0,0,"20,834"
Oregon,Cities,Corvallis,2,1,0,1,0,0,0,0,3,1,"55,100"
Oregon,Cities,Eugene,25,6,7,2,0,0,9,12,10,8,"161,608"
Oregon,Cities,Hood River,1,0,0,0,0,0,0,1,0,0,"7,556"
Oregon,Cities,La Grande,0,0,0,1,0,0,1,0,0,0,"13,010"
Oregon,Cities,Salem,4,1,1,0,0,0,0,2,3,1,"163,320"
Oregon,Cities,Springfield,1,0,0,0,0,0,0,0,0,1,"60,485"
Oregon,Cities,Sutherlin,1,0,0,0,0,0,0,1,0,0,"7,749"
Oregon,Metropolitan Counties,,1,0,1,0,0,0,,,,,
Oregon,Metropolitan Counties,Deschutes,1,0,0,0,0,0,0,0,1,0,
Oregon,Metropolitan Counties,Jackson,0,0,1,0,0,0,1,0,0,0,
Oregon,Nonmetropolitan Counties,,2,0,0,1,0,0,,,,,
Oregon,Nonmetropolitan Counties,Hood River,1,0,0,0,0,0,0,0,1,0,
Oregon,Nonmetropolitan Counties,Lincoln,0,0,0,1,0,0,1,0,0,,
Oregon,Nonmetropolitan Counties,Umatilla,1,0,0,0,0,0,0,0,0,1,
Oregon,State Police Agencies,,4,0,1,0,0,0,,,,,
Oregon,State Police Agencies,State Police:,,,,,,,,,,,
Oregon,State Police Agencies,Benton County,1,0,1,0,0,0,1,1,0,0,
Oregon,State Police Agencies,Marion County,1,0,0,0,0,0,1,0,0,0,
Oregon,State Police Agencies,Tillamook County,2,0,0,0,0,0,0,0,1,1,
Pennsylvania,Total,,40,12,11,0,0,1,,,,,
Pennsylvania,Cities,,27,7,10,0,0,1,,,,,
Pennsylvania,Cities,Brighton Township,1,0,0,0,0,0,0,0,,1,"8,365"
Pennsylvania,Cities,Columbia,1,0,0,0,0,0,1,0,,0,"10,379"
Pennsylvania,Cities,Economy,1,0,0,0,0,0,0,0,0,1,"9,371"
Pennsylvania,Cities,Lancaster,1,0,1,0,0,0,0,0,0,2,"59,295"
Pennsylvania,Cities,New Cumberland,1,0,0,0,0,0,0,0,1,0,"7,268"
Pennsylvania,Cities,New Garden Township,0,0,1,0,0,0,0,1,,,"12,121"
Pennsylvania,Cities,Philadelphia,6,5,3,0,0,0,3,5,2,4,"1,567,810"
Pennsylvania,Cities,Pittsburgh,11,0,3,0,0,0,3,4,2,5,"306,870"
Pennsylvania,Cities,Reading,1,0,0,0,0,1,0,1,,1,"87,744"
Pennsylvania,Cities,Scranton,1,1,0,0,0,0,0,0,,2,"75,087"
Pennsylvania,Cities,State College,2,0,1,0,0,0,1,1,,1,"57,710"
Pennsylvania,Cities,Throop,1,0,0,0,0,0,0,1,,0,"4,039"
Pennsylvania,Cities,"Washington Township, Franklin County",0,1,1,0,0,0,1,0,1,0,"14,559"
Pennsylvania,Universities and Colleges,,4,5,1,0,0,0,,,,,
Pennsylvania,Universities and Colleges,Elizabethtown College,1,0,0,0,0,0,0,0,,1,"1,822"
Pennsylvania,Universities and Colleges,Lehigh University,0,0,1,0,0,0,0,0,,1,"7,119"
Pennsylvania,Universities and Colleges,"Pennsylvania State University, University Park",2,1,0,0,0,0,2,0,,1,"47,040"
Pennsylvania,Universities and Colleges,University of Pittsburgh:,,,,,,,,,,,
Pennsylvania,Universities and Colleges,Johnstown,0,4,0,0,0,0,0,0,,4,"2,869"
Pennsylvania,Universities and Colleges,Pittsburgh,1,0,0,0,0,0,1,0,,0,"28,617"
Pennsylvania,State Police Agencies,,7,0,0,0,0,0,,,,,
Pennsylvania,State Police Agencies,State Police: ,,,,,,,,,,,
Pennsylvania,State Police Agencies,Elizabethville,2,0,0,0,0,0,1,0,1,,
Pennsylvania,State Police Agencies,Fulton County,1,0,0,0,0,0,0,1,,0,
Pennsylvania,State Police Agencies,Juniata County,1,0,0,0,0,0,0,0,,1,
Pennsylvania,State Police Agencies,Monroe County,1,0,0,0,0,0,0,1,,0,
Pennsylvania,State Police Agencies,Skippack County,1,0,0,0,0,0,,1,,0,
Pennsylvania,State Police Agencies,Washington County,1,0,0,0,0,0,0,0,,1,
Pennsylvania,Other Agencies,,2,0,0,0,0,0,,,,,
Pennsylvania,Other Agencies,Allegheny County Port Authority,1,0,0,0,0,0,0,1,,,
Pennsylvania,Other Agencies,Delaware County Park,1,0,0,0,0,0,0,0,,1,
Rhode Island,Total,,6,7,5,0,0,0,,,,,
Rhode Island,Cities,,5,7,5,0,0,0,,,,,
Rhode Island,Cities,East Providence,0,0,1,0,0,0,0,1,0,0,"47,428"
Rhode Island,Cities,Newport,0,0,1,0,0,0,0,0,1,0,"23,887"
Rhode Island,Cities,Pawtucket,0,1,0,0,0,0,0,0,0,1,"71,624"
Rhode Island,Cities,Providence,4,4,3,0,0,0,0,3,4,4,"179,522"
Rhode Island,Cities,Richmond,1,0,0,0,0,0,0,0,0,1,"7,592"
Rhode Island,Cities,West Warwick,0,1,0,0,0,0,1,0,0,0,"28,828"
Rhode Island,Cities,Woonsocket,0,1,0,0,0,0,0,0,1,0,"41,261"
Rhode Island,Universities and Colleges,,1,0,0,0,0,0,,,,,
Rhode Island,Universities and Colleges,University of Rhode Island,1,0,0,0,0,0,0,1,0,0,"16,571"
South Carolina,Total,,44,2,7,2,0,0,,,,,
South Carolina,Cities,,27,0,5,0,0,0,,,,,
South Carolina,Cities,Belton,2,0,0,0,0,0,0,1,1,0,"4,324"
South Carolina,Cities,Blacksburg,1,0,0,0,0,0,1,0,0,0,"1,880"
South Carolina,Cities,Cayce,2,0,0,0,0,0,2,0,0,0,"13,055"
South Carolina,Cities,Charleston,3,0,1,0,0,0,0,2,0,2,"132,585"
South Carolina,Cities,Cheraw,1,0,0,0,0,0,0,0,1,0,"5,781"
South Carolina,Cities,Chester,1,0,0,0,0,0,0,0,1,0,"5,467"
South Carolina,Cities,Columbia,1,0,0,0,0,0,0,0,1,0,"132,495"
South Carolina,Cities,Darlington,0,0,1,0,0,0,0,0,0,1,"6,186"
South Carolina,Cities,Easley,1,0,0,0,0,0,0,0,0,1,"20,676"
South Carolina,Cities,Elgin,2,0,0,0,0,0,0,1,1,0,"1,452"
South Carolina,Cities,Georgetown,0,0,1,0,0,0,0,0,1,0,"9,028"
South Carolina,Cities,Greenville,1,0,0,0,0,0,0,0,1,0,"63,011"
South Carolina,Cities,Hemingway,1,0,0,0,0,0,0,0,0,1,428
South Carolina,Cities,Honea Path,2,0,0,0,0,0,0,2,0,0,"3,697"
South Carolina,Cities,Mauldin,1,0,0,0,0,0,1,0,0,0,"25,246"
South Carolina,Cities,Mount Pleasant,1,0,0,0,0,0,0,1,0,0,"80,446"
South Carolina,Cities,Myrtle Beach,1,0,0,0,0,0,0,0,0,1,"30,731"
South Carolina,Cities,North Charleston,0,0,1,0,0,0,0,0,1,0,"109,051"
South Carolina,Cities,North Myrtle Beach,1,0,0,0,0,0,1,0,0,0,"15,518"
South Carolina,Cities,Orangeburg,1,0,0,0,0,0,0,0,1,0,"13,459"
South Carolina,Cities,Saluda,0,0,1,0,0,0,0,0,1,0,"3,618"
South Carolina,Cities,Santee,1,0,0,0,0,0,0,0,0,1,940
South Carolina,Cities,Summerville,2,0,0,0,0,0,1,0,1,0,"48,071"
South Carolina,Cities,Surfside Beach,1,0,0,0,0,0,0,0,1,0,"4,276"
South Carolina,Universities and Colleges,,2,0,0,1,0,0,,,,,
South Carolina,Universities and Colleges,Trident Technical College,0,0,0,1,0,0,1,0,0,0,"16,136"
South Carolina,Universities and Colleges,University of South Carolina:,,,,,,,,,,,
South Carolina,Universities and Colleges,Columbia,1,0,0,0,0,0,0,0,1,0,"32,971"
South Carolina,Universities and Colleges,Upstate,1,0,0,0,0,0,0,0,0,1,"5,585"
South Carolina,Metropolitan Counties,,10,1,1,0,0,0,,,,,
South Carolina,Metropolitan Counties,Berkeley,1,0,0,0,0,0,1,0,0,0,
South Carolina,Metropolitan Counties,Charleston,1,0,0,0,0,0,0,0,1,0,
South Carolina,Metropolitan Counties,Greenville,1,0,0,0,0,0,0,1,0,0,
South Carolina,Metropolitan Counties,Horry County Police Department,4,1,0,0,0,0,2,3,0,0,
South Carolina,Metropolitan Counties,Lexington,1,0,0,0,0,0,0,0,1,0,
South Carolina,Metropolitan Counties,Richland,0,0,1,0,0,0,1,0,0,0,
South Carolina,Metropolitan Counties,Sumter,1,0,0,0,0,0,0,0,1,0,
South Carolina,Metropolitan Counties,Union,1,0,0,0,0,0,0,0,1,0,
South Carolina,Nonmetropolitan Counties,,4,0,1,1,0,0,,,,,
South Carolina,Nonmetropolitan Counties,Cherokee,0,0,0,1,0,0,1,0,0,0,
South Carolina,Nonmetropolitan Counties,Colleton,1,0,1,0,0,0,1,0,1,0,
South Carolina,Nonmetropolitan Counties,Georgetown,2,0,0,0,0,0,2,0,0,0,
South Carolina,Nonmetropolitan Counties,Hampton,1,0,0,0,0,0,0,0,0,1,
South Carolina,Other Agencies,,1,1,0,0,0,0,,,,,
South Carolina,Other Agencies,"United States Department of Energy, Savannah River Plant",1,1,0,0,0,0,0,0,2,0,
South Dakota,Total,,9,2,5,0,0,0,,,,,
South Dakota,Cities,,8,2,5,0,0,0,,,,,
South Dakota,Cities,Aberdeen,1,0,0,0,0,0,0,0,0,1,"28,219"
South Dakota,Cities,Beresford,2,0,0,0,0,0,0,2,0,0,"2,029"
South Dakota,Cities,Brookings,2,1,0,0,0,0,1,0,0,2,"23,501"
South Dakota,Cities,Gettysburg,1,0,1,0,0,0,0,0,1,1,"1,174"
South Dakota,Cities,Rapid City,0,1,1,0,0,0,2,0,0,0,"73,801"
South Dakota,Cities,Spearfish,1,0,0,0,0,0,1,0,0,0,"11,225"
South Dakota,Cities,Sturgis,0,0,3,0,0,0,0,0,3,0,"6,767"
South Dakota,Cities,Vermillion,1,0,0,0,0,0,0,0,1,0,"10,732"
South Dakota,Nonmetropolitan Counties,,1,0,0,0,0,0,,,,,
South Dakota,Nonmetropolitan Counties,Brown,1,0,0,0,0,0,0,0,1,0,
Tennessee,Total,,157,28,26,5,1,4,,,,,
Tennessee,Cities,,83,17,22,5,1,1,,,,,
Tennessee,Cities,Atoka,8,0,0,1,0,0,0,5,2,2,"9,042"
Tennessee,Cities,Chapel Hill,0,0,0,1,0,0,0,1,0,0,"1,464"
Tennessee,Cities,Chattanooga,10,6,0,0,0,0,2,1,6,7,"174,969"
Tennessee,Cities,Clarksville,10,3,2,1,0,0,4,4,4,4,"150,319"
Tennessee,Cities,Cleveland,4,0,0,0,0,0,0,1,2,1,"43,650"
Tennessee,Cities,Cookeville,0,1,0,0,0,0,0,0,1,0,"31,509"
Tennessee,Cities,Cowan,0,0,0,1,0,0,0,0,1,0,"1,713"
Tennessee,Cities,Crossville,1,0,1,0,0,0,0,0,2,0,"11,445"
Tennessee,Cities,Dover,1,0,0,0,0,0,1,0,0,0,"1,433"
Tennessee,Cities,Dunlap,1,0,0,0,0,0,0,0,1,0,"5,131"
Tennessee,Cities,Dyersburg,2,0,0,0,0,0,0,1,1,0,"16,766"
Tennessee,Cities,Elizabethton,4,0,0,0,0,0,1,1,2,0,"14,265"
Tennessee,Cities,Fairview,2,0,0,0,0,0,0,0,0,2,"8,331"
Tennessee,Cities,Germantown,0,0,0,0,1,0,0,1,0,0,"39,361"
Tennessee,Cities,Greeneville,5,0,0,0,0,0,2,2,0,1,"15,031"
Tennessee,Cities,Harriman,0,0,1,0,0,0,1,0,0,0,"6,182"
Tennessee,Cities,Huntland,1,0,0,0,0,0,0,1,0,0,858
Tennessee,Cities,Johnson City,1,0,0,0,0,0,1,0,0,0,"66,369"
Tennessee,Cities,Jonesborough,1,0,0,0,0,0,0,0,0,1,"5,283"
Tennessee,Cities,Kingsport,1,0,0,0,0,0,1,0,0,0,"53,091"
Tennessee,Cities,Knoxville,2,1,0,0,0,0,2,0,0,1,"185,638"
Tennessee,Cities,Lafayette,2,0,0,0,0,0,0,0,2,0,"5,075"
Tennessee,Cities,Lawrenceburg,0,0,1,0,0,0,0,1,0,0,"10,514"
Tennessee,Cities,Lebanon,1,0,0,0,0,0,1,0,0,0,"30,266"
Tennessee,Cities,Manchester,0,1,0,0,0,0,0,0,1,0,"10,404"
Tennessee,Cities,Mason,1,0,0,0,0,0,1,0,0,0,"1,598"
Tennessee,Cities,McMinnville,2,0,0,0,0,0,0,1,0,1,"13,622"
Tennessee,Cities,Memphis,7,1,8,0,0,1,3,4,7,3,"657,936"
Tennessee,Cities,Millington,3,0,0,0,0,0,0,2,0,1,"11,061"
Tennessee,Cities,Moscow,1,0,0,1,0,0,1,0,1,0,534
Tennessee,Cities,Munford,2,0,0,0,0,0,0,0,0,2,"6,082"
Tennessee,Cities,Nashville Metropolitan,7,2,6,0,0,0,1,6,6,2,"658,029"
Tennessee,Cities,Niota,0,1,0,0,0,0,0,0,0,1,718
Tennessee,Cities,Portland,0,1,0,0,0,0,0,0,0,1,"12,396"
Tennessee,Cities,Rockwood,1,0,0,0,0,0,0,0,0,1,"5,396"
Tennessee,Cities,Savannah,1,0,0,0,0,0,0,0,1,0,"7,069"
Tennessee,Cities,Smithville,0,0,2,0,0,0,0,0,2,0,"4,694"
Tennessee,Cities,Winchester,1,0,1,0,0,0,0,1,1,0,"8,555"
Tennessee,Universities and Colleges,,3,4,1,0,0,0,,,,,
Tennessee,Universities and Colleges,East Tennessee State University,1,1,0,0,0,0,0,0,2,0,"14,434"
Tennessee,Universities and Colleges,Tennessee Technological University,0,0,1,0,0,0,0,1,0,0,"11,339"
Tennessee,Universities and Colleges,"University of Tennessee, Chattanooga",1,1,0,0,0,0,1,0,0,1,"11,670"
Tennessee,Universities and Colleges,Vanderbilt University,1,2,0,0,0,0,1,0,0,2,"12,686"
Tennessee,Metropolitan Counties,,59,6,3,0,0,0,,,,,
Tennessee,Metropolitan Counties,Blount,1,0,0,0,0,0,0,0,1,0,
Tennessee,Metropolitan Counties,Bradley,0,1,0,0,0,0,0,0,0,1,
Tennessee,Metropolitan Counties,Cheatham,1,0,0,0,0,0,0,0,0,1,
Tennessee,Metropolitan Counties,Hamilton,3,1,1,0,0,0,3,1,0,1,
Tennessee,Metropolitan Counties,Hickman,1,0,0,0,0,0,1,0,0,0,
Tennessee,Metropolitan Counties,Jefferson,1,0,0,0,0,0,0,1,0,0,
Tennessee,Metropolitan Counties,Knox,1,0,0,0,0,0,0,0,0,1,
Tennessee,Metropolitan Counties,Roane,0,1,2,0,0,0,0,0,1,2,
Tennessee,Metropolitan Counties,Robertson,1,0,0,0,0,0,0,0,0,1,
Tennessee,Metropolitan Counties,Rutherford,1,0,0,0,0,0,0,1,0,0,
Tennessee,Metropolitan Counties,Shelby,28,2,0,0,0,0,12,6,2,10,
Tennessee,Metropolitan Counties,Sullivan,1,0,0,0,0,0,0,1,0,0,
Tennessee,Metropolitan Counties,Tipton,2,0,0,0,0,0,0,1,1,0,
Tennessee,Metropolitan Counties,Washington,18,0,0,0,0,0,9,8,1,0,
Tennessee,Metropolitan Counties,Williamson,0,1,0,0,0,0,0,1,0,0,
Tennessee,Nonmetropolitan Counties,,3,0,0,0,0,0,,,,,
Tennessee,Nonmetropolitan Counties,Bedford,1,0,0,0,0,0,1,0,0,0,
Tennessee,Nonmetropolitan Counties,Gibson,1,0,0,0,0,0,0,0,1,0,
Tennessee,Nonmetropolitan Counties,Lawrence,1,0,0,0,0,0,1,0,0,0,
Tennessee,State Police Agencies,,9,1,0,0,0,3,,,,,
Tennessee,State Police Agencies,Department of Safety,9,1,0,0,0,3,4,2,2,5,
Texas,Total,,107,36,41,1,1,5,,,,,
Texas,Cities,,86,35,33,1,1,5,,,,,
Texas,Cities,Austin,5,2,4,0,0,2,3,6,3,1,"938,728"
Texas,Cities,Baytown,0,1,0,0,0,0,,1,,,"77,145"
Texas,Cities,Beaumont,7,1,0,0,0,0,5,1,1,1,"117,635"
Texas,Cities,Bedford,6,0,0,0,0,0,0,2,3,1,"49,377"
Texas,Cities,Burkburnett,0,1,0,0,0,0,1,,,,"11,224"
Texas,Cities,Carrollton,1,0,0,0,0,0,,1,,,"130,676"
Texas,Cities,Cedar Park,4,0,0,0,0,0,2,1,,1,"66,724"
Texas,Cities,Center,4,0,0,0,0,0,1,,3,,"5,246"
Texas,Cities,Cisco,1,0,0,0,0,0,,1,,,"3,746"
Texas,Cities,Commerce,1,0,0,0,0,0,,1,,,"8,732"
Texas,Cities,Corpus Christi,0,0,1,0,0,0,,,,1,"324,326"
Texas,Cities,Dalhart,0,0,1,0,0,0,,1,,,"8,416"
Texas,Cities,Dallas,4,3,2,0,0,2,2,5,2,2,"1,301,977"
Texas,Cities,Denton,1,0,1,1,0,0,0,1,2,0,"131,194"
Texas,Cities,Dublin,1,0,0,0,0,0,,,,1,"3,616"
Texas,Cities,El Paso,0,3,0,0,0,0,1,,2,,"686,077"
Texas,Cities,Fairfield,1,0,0,0,0,0,,,,1,"2,899"
Texas,Cities,Fort Worth,11,5,4,0,0,0,6,7,5,2,"829,731"
Texas,Cities,Frisco,0,1,0,0,0,0,0,0,0,1,"152,678"
Texas,Cities,Galveston,1,0,0,0,0,0,0,1,0,0,"50,065"
Texas,Cities,Gilmer,1,0,0,0,0,0,,1,,,"5,224"
Texas,Cities,Grand Prairie,0,1,0,0,0,0,1,,,,"187,901"
Texas,Cities,Houston,12,3,10,0,1,1,2,13,10,2,"2,275,221"
Texas,Cities,Hurst,1,0,0,0,0,0,0,0,1,0,"39,069"
Texas,Cities,La Grange,1,0,0,0,0,0,,,,1,"4,679"
Texas,Cities,La Porte,1,0,0,0,0,0,,1,,,"35,336"
Texas,Cities,Lewisville,0,1,0,0,0,0,1,0,0,0,"104,741"
Texas,Cities,Longview,2,1,1,0,0,0,0,1,0,3,"81,842"
Texas,Cities,Madisonville,1,0,0,0,0,0,,,1,,"4,589"
Texas,Cities,McKinney,2,0,1,0,0,0,0,2,1,0,"163,406"
Texas,Cities,Missouri City,1,0,0,0,0,0,,1,,,"72,879"
Texas,Cities,Odessa,2,0,2,0,0,0,2,2,,,"118,606"
Texas,Cities,Pearland,2,0,0,0,0,0,0,0,0,2,"106,850"
Texas,Cities,Plano,3,1,0,0,0,0,0,1,2,1,"282,968"
Texas,Cities,Port Lavaca,1,0,0,0,0,0,0,0,1,0,"12,446"
Texas,Cities,Rusk,1,0,0,0,0,0,0,0,1,0,"5,585"
Texas,Cities,Sachse,0,0,1,0,0,0,0,0,0,1,"24,564"
Texas,Cities,San Angelo,0,1,0,0,0,0,0,0,1,0,"100,356"
Texas,Cities,San Antonio,2,8,2,0,0,0,2,2,7,1,"1,463,586"
Texas,Cities,Schertz,0,0,1,0,0,0,,,1,,"38,201"
Texas,Cities,Tyler,2,1,1,0,0,0,0,0,1,3,"102,481"
Texas,Cities,University Park,1,1,0,0,0,0,1,,1,,"24,729"
Texas,Cities,Victoria,1,0,0,0,0,0,0,1,0,0,"66,988"
Texas,Cities,Weatherford,1,0,1,0,0,0,1,1,,,"28,379"
Texas,Universities and Colleges,,6,1,4,0,0,0,,,,,
Texas,Universities and Colleges,Alamo Community College District,0,0,2,0,0,0,,,2,,"55,967"
Texas,Universities and Colleges,Texas Christian University,1,0,0,0,0,0,1,,,,"10,033"
Texas,Universities and Colleges,"Texas Tech University, Lubbock",2,1,0,0,0,0,,3,,,"35,158"
Texas,Universities and Colleges,University of Texas:,,,,,,,,,,,
Texas,Universities and Colleges,Arlington,1,0,0,0,0,0,,1,,,"39,740"
Texas,Universities and Colleges,Austin,2,0,0,0,0,0,,,2,,"51,313"
Texas,Universities and Colleges,Houston,0,0,1,0,0,0,,,,1,"4,859"
Texas,Universities and Colleges,Pan American,0,0,1,0,0,0,,,1,,"21,015"
Texas,Metropolitan Counties,,10,0,4,0,0,0,,,,,
Texas,Metropolitan Counties,Brazoria,1,0,0,0,0,0,,1,,,
Texas,Metropolitan Counties,Galveston,3,0,0,0,0,0,,,2,1,
Texas,Metropolitan Counties,Lubbock,2,0,0,0,0,0,1,0,0,1,
Texas,Metropolitan Counties,Martin,1,0,0,0,0,0,,,,1,
Texas,Metropolitan Counties,Parker,1,0,0,0,0,0,1,0,0,0,
Texas,Metropolitan Counties,Smith,2,0,0,0,0,0,,,,2,
